category,word,dic,obt
Microorganism,LVS,NCBI_Taxonomy,263
Microorganism,LVS,NCBI_Taxonomy,263
Phenotype,binding,OntoBiotope,000029
Habitat,human,OntoBiotope,002488
Habitat,human monocyte-like THP-1 cells,OntoBiotope,003001
Habitat,human monocyte-like THP-1 cells,OntoBiotope,000062
Habitat,monocyte-like THP-1 cells,OntoBiotope,003001
Habitat,monocyte-like THP-1 cells,OntoBiotope,000062
Microorganism,LVS,NCBI_Taxonomy,263
Phenotype,binding,OntoBiotope,000029
Habitat,monocyte-like THP-1 cells,OntoBiotope,000062
Habitat,monocyte-like THP-1 cells,OntoBiotope,003001
Microorganism,LVS,NCBI_Taxonomy,263
Habitat,murine,OntoBiotope,002530
Microorganism,LVS,NCBI_Taxonomy,263
Microorganism,LVS,NCBI_Taxonomy,263
Phenotype,binding,OntoBiotope,000029
Habitat,monocyte-like THP-1 cells,OntoBiotope,000062
Habitat,monocyte-like THP-1 cells,OntoBiotope,003001
Habitat,cell,OntoBiotope,000061
Microorganism,Francisella tularensis,NCBI_Taxonomy,263
Phenotype,adhesion,OntoBiotope,000029
Phenotype,invasion of host tissues,OntoBiotope,002806
Habitat,host tissues,OntoBiotope,000196
Microorganism,LVS,NCBI_Taxonomy,263
Habitat,infected monocytes,OntoBiotope,003001
Habitat,human,OntoBiotope,002488
Phenotype,human pathogenic,OntoBiotope,002806
Microorganism,F. tularensis ssp tularensis,NCBI_Taxonomy,119856
Habitat,monocyte-like THP-1 cells,OntoBiotope,003001
Habitat,monocyte-like THP-1 cells,OntoBiotope,000062
Microorganism,F. tularensis,NCBI_Taxonomy,263
Phenotype,human pathogens,OntoBiotope,002806
Habitat,human,OntoBiotope,002488
Microorganism,Staphylococcus aureus,NCBI_Taxonomy,1280
Microorganism,Escherichia coli,NCBI_Taxonomy,562
Microorganism,S. aureus,NCBI_Taxonomy,1280
Phenotype,Bile resistance,OntoBiotope,000152
Habitat,Bile,OntoBiotope,000514
Microorganism,Lactococcus lactis,NCBI_Taxonomy,1358
Phenotype,Bile resistance,OntoBiotope,000152
Habitat,Bile,OntoBiotope,000514
Phenotype,probiotic,OntoBiotope,000827
Phenotype,bile resistance,OntoBiotope,000152
Habitat,bile,OntoBiotope,000514
Microorganism,lactococci,NCBI_Taxonomy,1357
Phenotype,bile resistance,OntoBiotope,000152
Habitat,bile,OntoBiotope,000514
Microorganism,lactococcci,NCBI_Taxonomy,1357
Phenotype,bile resistance,OntoBiotope,000152
Habitat,bile,OntoBiotope,000514
Habitat,lactose-free M17 medium supplemented with glucose only (GM17),OntoBiotope,000007
Habitat,lactose-free M17 medium supplemented with lactose only (LM17),OntoBiotope,000007
Phenotype,bile resistance,OntoBiotope,000152
Habitat,bile,OntoBiotope,000514
Phenotype,bile resistance,OntoBiotope,000152
Habitat,bile,OntoBiotope,000514
Phenotype,bile resistance,OntoBiotope,000152
Habitat,bile,OntoBiotope,000514
Microorganism,L. lactis subsp. cremoris,NCBI_Taxonomy,1359
Habitat,GM17 medium,OntoBiotope,000007
Phenotype,bile-resistant,OntoBiotope,000152
Habitat,bile,OntoBiotope,000514
Phenotype,bile-sensitive,OntoBiotope,000153
Habitat,bile,OntoBiotope,000514
Habitat,LM17 medium,OntoBiotope,000007
Phenotype,bile-resistant,OntoBiotope,000152
Habitat,bile,OntoBiotope,000514
Phenotype,bile-sensitive,OntoBiotope,000153
Habitat,bile,OntoBiotope,000514
Microorganism,L. lactis subsp. lactis,NCBI_Taxonomy,1360
Phenotype,bile resistances,OntoBiotope,000152
Habitat,bile,OntoBiotope,000514
Phenotype,resistant to bile,OntoBiotope,000152
Habitat,bile,OntoBiotope,000514
Habitat,GM17 medium,OntoBiotope,000007
Phenotype,sensitive to bile,OntoBiotope,000153
Habitat,bile,OntoBiotope,000514
Habitat,LM17 medium,OntoBiotope,000007
Phenotype,resistant,OntoBiotope,000152
Habitat,GM17 medium,OntoBiotope,000007
Habitat,LM17 medium,OntoBiotope,000007
Phenotype,bile-resistant,OntoBiotope,000152
Habitat,bile,OntoBiotope,000514
Microorganism,lactococci,NCBI_Taxonomy,1357
Phenotype,bile-sensitive,OntoBiotope,000153
Habitat,bile,OntoBiotope,000514
Phenotype,bile resistance,OntoBiotope,000152
Habitat,bile,OntoBiotope,000514
Microorganism,lactococci,NCBI_Taxonomy,1357
Paragraph,"Cloacal swabs of partridges (n = 240), equally distributed between male and female birds, from a game bird farm located in the Southern Italy were examined for the prevalence of thermotolerant Campylobacter spp. The samples were processed in order to detect thermotolerant Campylobacter spp. by culture methods. The positive samples were then confirmed by multiplex polymerase chain reaction. Thermotolerant Campylobacter spp. were isolated from 118 (49.2%) of the 240 cloacal swabs examined. As proved by PCR, 100% of the strains were identified as Campylobacter coli (118/118), and 15 (12.7%) out of the 118 positive samples were also positive for Campylobacter jejuni. In contrast, Campylobacter lari was not identified. Adult partridges showed a significantly higher prevalence (P < 0.05) than younger ones.",,
Paragraph,These results reinforce the assumption that game birds may be considered as potential carriers of Campylobacter spp. for human being and other animal species.,,
Paragraph,"Although an earlier 1986 publication described the prevalence of Campylobacter coli in commercially reared partridges, this is the first report to confirm the species of Campylobacter using a PCR test.",,
Phenotype,thermotolerant,OntoBiotope,000453
Microorganism,Campylobacter,NCBI_Taxonomy,194
Habitat,partridges,OntoBiotope,003066
Habitat,Perdix perdix,OntoBiotope,003066
Phenotype,thermotolerant,OntoBiotope,000453
Microorganism,Campylobacter spp.,NCBI_Taxonomy,194
Habitat,commercially reared partridges,OntoBiotope,003066
Habitat,commercially reared partridges,OntoBiotope,002726
Habitat,Perdix perdix,OntoBiotope,003066
Habitat,Cloacal swabs of partridges,OntoBiotope,001737
Habitat,Cloacal,OntoBiotope,001488
Habitat,partridges,OntoBiotope,003066
Habitat,partridges,OntoBiotope,002726
Habitat,male birds,OntoBiotope,001192
Habitat,male birds,OntoBiotope,003066
Habitat,male birds,OntoBiotope,002726
Habitat,female birds,OntoBiotope,001103
Habitat,female birds,OntoBiotope,003066
Habitat,female birds,OntoBiotope,002726
Habitat,game bird,OntoBiotope,001446
Habitat,game bird farm,OntoBiotope,000194
Phenotype,thermotolerant,OntoBiotope,000453
Microorganism,Campylobacter spp.,NCBI_Taxonomy,194
Phenotype,thermotolerant,OntoBiotope,000453
Microorganism,Campylobacter spp.,NCBI_Taxonomy,194
Phenotype,Thermotolerant,OntoBiotope,000453
Microorganism,Campylobacter spp.,NCBI_Taxonomy,194
Habitat,cloacal swabs,OntoBiotope,001737
Microorganism,Campylobacter coli,NCBI_Taxonomy,195
Microorganism,Campylobacter jejuni,NCBI_Taxonomy,197
Microorganism,Campylobacter lari,NCBI_Taxonomy,201
Habitat,Adult partridges,OntoBiotope,002726
Habitat,Adult partridges,OntoBiotope,003066
Habitat,Adult partridges,OntoBiotope,001395
Habitat,younger ones,OntoBiotope,003066
Habitat,younger ones,OntoBiotope,002726
Habitat,younger ones,OntoBiotope,001849
Habitat,game birds,OntoBiotope,001446
Microorganism,Campylobacter spp.,NCBI_Taxonomy,194
Habitat,human being,OntoBiotope,002488
Habitat,animal species,OntoBiotope,000193
Microorganism,Campylobacter coli,NCBI_Taxonomy,195
Habitat,commercially reared partridges,OntoBiotope,003066
Habitat,commercially reared partridges,OntoBiotope,002726
Microorganism,Campylobacter,NCBI_Taxonomy,194
Microorganism,Escherichia coli,NCBI_Taxonomy,562
Paragraph,"In this study, we utilized wild-type and mutant strains of Yersinia to test the contribution of YopJ and YopP on induction of apoptosis in human monocyte-derived macrophages (HMDM) and neutrophils. Whereas YopJ and YopP similarly induced apoptosis in HMDMs, interaction of human neutrophils with virulence plasmid-containing Yersinia did not result in PMN caspase activation, release of LDH, or loss of membrane integrity greater than PMN controls. In contrast, interaction of human PMNs with the virulence plasmid-deficient Y. pestis strain KIM6 resulted in increased surface exposure of phosphatidylserine (PS) and cell death. PMN reactive oxygen species (ROS) production was inhibited in a virulence plasmid-dependent but YopJ/YopP-independent manner. Following phagocytic interaction with Y. pestis strain KIM6, inhibition of PMN ROS production with diphenyleneiodonium chloride resulted in a reduction of PMN cell death similar to that induced by the virulence plasmid-containing strain Y. pestis KIM5.",,
Paragraph,"Our findings showed that Yersinia YopJ and/or YopP did not induce pronounced apoptosis in human neutrophils. Furthermore, robust PMN ROS production in response to virulence plasmid-deficient Yersinia was associated with increased PMN cell death, suggesting that Yersinia inhibition of PMN ROS production plays a role in evasion of the human innate immune response in part by limiting PMN apoptosis.",,
Habitat,Neutrophils,OntoBiotope,003004
Microorganism,Yersinia,NCBI_Taxonomy,629
Habitat,cell,OntoBiotope,000061
Phenotype,type III secretion,OntoBiotope,000019
Habitat,human,OntoBiotope,002488
Habitat,human innate immune system,OntoBiotope,000686
Habitat,macrophages,OntoBiotope,002995
Habitat,polymorphonuclear leukocytes,OntoBiotope,001134
Habitat,neutrophils,OntoBiotope,003004
Habitat,PMNs,OntoBiotope,001134
Phenotype,bacterial pathogens,OntoBiotope,002806
Microorganism,Yersinia,NCBI_Taxonomy,629
Habitat,humans,OntoBiotope,002488
Microorganism,Yersinia,NCBI_Taxonomy,629
Microorganism,Y. pestis,NCBI_Taxonomy,632
Microorganism,Y. pseudotuberculosis,NCBI_Taxonomy,633
Microorganism,Y. enterocolitica,NCBI_Taxonomy,630
Habitat,murine macrophages,OntoBiotope,002995
Habitat,murine dendritic cells,OntoBiotope,002785
Habitat,murine,OntoBiotope,002530
Microorganism,Yersinia,NCBI_Taxonomy,630
Habitat,neutrophil,OntoBiotope,003004
Phenotype,wild-type,OntoBiotope,000169
Phenotype,mutant,OntoBiotope,000118
Microorganism,Yersinia,NCBI_Taxonomy,629
Habitat,human monocyte-derived macrophages,OntoBiotope,002995
Habitat,human,OntoBiotope,002488
Habitat,HMDM,OntoBiotope,002995
Habitat,neutrophils,OntoBiotope,003004
Habitat,HMDMs,OntoBiotope,002995
Habitat,human neutrophils,OntoBiotope,003004
Habitat,human,OntoBiotope,002488
Phenotype,virulence,OntoBiotope,002806
Microorganism,Yersinia,NCBI_Taxonomy,629
Habitat,PMN,OntoBiotope,001134
Habitat,PMN,OntoBiotope,001134
Habitat,human PMNs,OntoBiotope,001134
Habitat,human,OntoBiotope,002488
Phenotype,virulence,OntoBiotope,002806
Microorganism,Y. pestis strain KIM6,NCBI_Taxonomy,187410
Habitat,cell,OntoBiotope,000706
Habitat,PMN,OntoBiotope,001134
Phenotype,virulence,OntoBiotope,002806
Microorganism,Y. pestis strain KIM6,NCBI_Taxonomy,187410
Habitat,PMN,OntoBiotope,001134
Habitat,PMN cell,OntoBiotope,001134
Phenotype,virulence,OntoBiotope,002806
Microorganism,Y. pestis KIM5,NCBI_Taxonomy,187410
Microorganism,Yersinia,NCBI_Taxonomy,629
Habitat,human neutrophils,OntoBiotope,003004
Habitat,human,OntoBiotope,002488
Habitat,PMN,OntoBiotope,001134
Phenotype,virulence,OntoBiotope,002806
Microorganism,Yersinia,NCBI_Taxonomy,629
Habitat,PMN cell,OntoBiotope,001134
Microorganism,Yersinia,NCBI_Taxonomy,629
Habitat,PMN,OntoBiotope,001134
Habitat,human,OntoBiotope,002488
Habitat,PMN,OntoBiotope,001134
Habitat,probiotic fermented milk beverage,OntoBiotope,001269
Habitat,probiotic fermented milk beverage,OntoBiotope,003146
Habitat,probiotic fermented milk beverage,OntoBiotope,003343
Microorganism,Lactobacillus casei strain Shirota,NCBI_Taxonomy,1582
Habitat,intestinal,OntoBiotope,002810
Habitat,intestinal microbiota,OntoBiotope,000113
Habitat,intestinal environment of healthy individuals with soft stools,OntoBiotope,002810
Habitat,healthy individuals with soft stools,OntoBiotope,002712
Habitat,soft stools,OntoBiotope,001102
Habitat,fermented milk beverage,OntoBiotope,003146
Habitat,fermented milk beverage,OntoBiotope,003343
Microorganism,Lactobacillus casei strain Shirota,NCBI_Taxonomy,1582
Microorganism,LcS,NCBI_Taxonomy,1582
Habitat,bottle,OntoBiotope,003146
Habitat,probiotics,OntoBiotope,001269
Habitat,bottle,OntoBiotope,003146
Habitat,bottle,OntoBiotope,001269
Habitat,intestinal microbiota,OntoBiotope,000113
Habitat,intestinal,OntoBiotope,002810
Habitat,intestinal environment of healthy individuals with soft stools,OntoBiotope,002810
Habitat,healthy individuals with soft stools,OntoBiotope,002712
Habitat,soft stools,OntoBiotope,001102
Habitat,healthy adults,OntoBiotope,002712
Habitat,healthy adults,OntoBiotope,003245
Habitat,soft stools,OntoBiotope,001102
Habitat,probiotics,OntoBiotope,001269
Habitat,probiotic,OntoBiotope,001269
Habitat,stool,OntoBiotope,001102
Habitat,water content of the stools,OntoBiotope,000215
Habitat,stools,OntoBiotope,001102
Habitat,probiotic,OntoBiotope,001269
Habitat,probiotic group,OntoBiotope,003245
Habitat,placebo group,OntoBiotope,003245
Microorganism,LcS,NCBI_Taxonomy,1582
Habitat,stool,OntoBiotope,001102
Habitat,probiotic,OntoBiotope,001269
Microorganism,bifidobacteria,NCBI_Taxonomy,1678
Habitat,stools,OntoBiotope,001102
Habitat,probiotics,OntoBiotope,001269
Habitat,probiotic groups,OntoBiotope,003245
Habitat,probiotic,OntoBiotope,001269
Habitat,placebo groups,OntoBiotope,003245
Habitat,probiotic fermented milk beverage,OntoBiotope,001269
Habitat,probiotic fermented milk beverage,OntoBiotope,003146
Habitat,probiotic fermented milk beverage,OntoBiotope,003343
Habitat,intestine,OntoBiotope,002810
Habitat,stool,OntoBiotope,001102
Microorganism,bifidobacteria,NCBI_Taxonomy,1678
Habitat,healthy individuals with soft stool,OntoBiotope,002712
Habitat,soft stool,OntoBiotope,001102
Habitat,perianal,OntoBiotope,000988
Habitat,perianal ulceration,OntoBiotope,000933
Habitat,HIV-positive men who have sex with men,OntoBiotope,003451
Habitat,HIV-positive men who have sex with men,OntoBiotope,003156
Microorganism,HIV,NCBI_Taxonomy,12721
Habitat,men,OntoBiotope,003451
Habitat,MSM,OntoBiotope,003451
Habitat,MSM,OntoBiotope,003156
Habitat,Patients,OntoBiotope,003269
Habitat,Patients,OntoBiotope,003451
Habitat,rectal,OntoBiotope,001738
Habitat,MSM attending sexually transmitted infection clinics,OntoBiotope,003451
Habitat,MSM attending sexually transmitted infection clinics,OntoBiotope,003269
Habitat,sexually transmitted infection clinics,OntoBiotope,002694
Habitat,anorectal,OntoBiotope,000988
Habitat,anorectal,OntoBiotope,001738
Habitat,HIV-infected patients presenting with isolated perianal ulcer disease,OntoBiotope,003451
Habitat,HIV-infected patients presenting with isolated perianal ulcer disease,OntoBiotope,003269
Microorganism,HIV,NCBI_Taxonomy,35274
Habitat,perianal ulcer,OntoBiotope,000933
Habitat,perianal,OntoBiotope,000988
Habitat,rectal,OntoBiotope,001738
Microorganism,Chlamydia trachomatis,NCBI_Taxonomy,813
Microorganism,chlamydia,NCBI_Taxonomy,813
Habitat,MSM with proctitis,OntoBiotope,003451
Habitat,MSM with proctitis,OntoBiotope,003156
Habitat,MSM with perianal ulcer disease,OntoBiotope,003451
Habitat,MSM with perianal ulcer disease,OntoBiotope,003156
Habitat,perianal,OntoBiotope,000988
Habitat,perianal ulcer,OntoBiotope,000933
Microorganism,Mycobacterium tuberculosis H37Rv,NCBI_Taxonomy,83332
Habitat,human population,OntoBiotope,002488
Phenotype,antibiotic resistance,OntoBiotope,002674
Microorganism,Mycobacterium tuberculosis,NCBI_Taxonomy,83332
Phenotype,virulence,OntoBiotope,000375
Microorganism,Chlamydia muridarum,NCBI_Taxonomy,83560
Habitat,respiratory,OntoBiotope,000407
Microorganism,Chlamydia trachomatis,NCBI_Taxonomy,813
Phenotype,sexually transmitted pathogen,OntoBiotope,002669
Habitat,infant,OntoBiotope,003263
Habitat,female mouse model of genital tract chlamydia infection,OntoBiotope,001103
Habitat,female mouse model of genital tract chlamydia infection,OntoBiotope,003211
Habitat,genital tract,OntoBiotope,000643
Microorganism,chlamydia,NCBI_Taxonomy,810
Habitat,oviduct,OntoBiotope,000463
Habitat,mucosal,OntoBiotope,001218
Habitat,mice,OntoBiotope,003211
Habitat,mice,OntoBiotope,001103
Habitat,intranasal,OntoBiotope,000767
Microorganism,C. muridarum,NCBI_Taxonomy,83560
Habitat,mice,OntoBiotope,001103
Habitat,mice,OntoBiotope,003211
Habitat,lung,OntoBiotope,000716
Habitat,neutrophils,OntoBiotope,003004
Habitat,T-cells,OntoBiotope,001623
Habitat,lungs,OntoBiotope,000716
Habitat,TLR2-deficient mice,OntoBiotope,003211
Habitat,TLR2-deficient mice,OntoBiotope,001103
Habitat,lung,OntoBiotope,000716
Microorganism,Chlamydia,NCBI_Taxonomy,810
Habitat,mucosal,OntoBiotope,001218
Habitat,mucosal surfaces,OntoBiotope,001654
Microorganism,Marinobacter,NCBI_Taxonomy,2742
Microorganism,Marinobacter,NCBI_Taxonomy,2742
Microorganism,Gammaproteobacteria,NCBI_Taxonomy,1236
Phenotype,motile,OntoBiotope,000117
Phenotype,halophilic,OntoBiotope,000656
Phenotype,halotolerent,OntoBiotope,002711
Habitat,world's oceans,OntoBiotope,003105
Habitat,marine environments,OntoBiotope,000338
Habitat,bacterial flora,OntoBiotope,000113
Habitat,marine,OntoBiotope,000338
Habitat,marine organisms,OntoBiotope,000010
Phenotype,production of native siderophores,OntoBiotope,000019
Phenotype,production of native siderophores,OntoBiotope,000019
Phenotype,siderophore production,OntoBiotope,000019
Phenotype,Siderophore production,OntoBiotope,000019
Microorganism,Penicillium crustosum,NCBI_Taxonomy,36656
Microorganism,Penicillium crustosum,NCBI_Taxonomy,36656
Microorganism,Penicillium brevicompactum,NCBI_Taxonomy,5074
Microorganism,Penicillium crustosum,NCBI_Taxonomy,36656
Microorganism,P.?crustosum,NCBI_Taxonomy,36656
Microorganism,Escherichia coli,NCBI_Taxonomy,562
Microorganism,Penicillium,NCBI_Taxonomy,5073
Habitat,Penicillium-sensitive atopic sera,OntoBiotope,000007
Habitat,Penicillium-sensitive atopic sera,OntoBiotope,000007
Phenotype,obligate intracellular,OntoBiotope,000771
Phenotype,pathogen,OntoBiotope,000375
Microorganism,Coxiella burnetii,NCBI_Taxonomy,777
Microorganism,Coxiella burnetii,NCBI_Taxonomy,777
Microorganism,C. burnetii,NCBI_Taxonomy,777
Habitat,mice,OntoBiotope,003211
Microorganism,C. burnetii,NCBI_Taxonomy,777
Habitat,SCID mice,OntoBiotope,003211
Microorganism,C. burnetii,NCBI_Taxonomy,777
Habitat,aerosol,OntoBiotope,000030
Habitat,aerosolized,OntoBiotope,000030
Microorganism,C. burnetii,NCBI_Taxonomy,777
Microorganism,C. burnetii,NCBI_Taxonomy,777
Microorganism,C. burnetii,NCBI_Taxonomy,777
Habitat,murine,OntoBiotope,002530
Microorganism,C. burnetii,NCBI_Taxonomy,777
Microorganism,C. burnetii,NCBI_Taxonomy,777
Habitat,mice,OntoBiotope,003211
Microorganism,C. burnetii,NCBI_Taxonomy,777
Microorganism,C. burnetii,NCBI_Taxonomy,777
Microorganism,C. burnetii,NCBI_Taxonomy,777
Habitat,macrophages,OntoBiotope,002995
Microorganism,C. burnetii,NCBI_Taxonomy,777
Microorganism,C. burnetii,NCBI_Taxonomy,777
Habitat,human,OntoBiotope,002488
Habitat,human macrophages,OntoBiotope,002995
Microorganism,C. burnetii,NCBI_Taxonomy,777
Microorganism,C. burnetii,NCBI_Taxonomy,777
Phenotype,quinolone resistance,OntoBiotope,002840
Phenotype,lactic acid bacteria,OntoBiotope,000019
Phenotype,quinolone resistance,OntoBiotope,002840
Phenotype,lactic acid bacterial,OntoBiotope,000019
Microorganism,Enterococcus,NCBI_Taxonomy,1350
Microorganism,Lactobacillus,NCBI_Taxonomy,1578
Habitat,natural fermented koumiss,OntoBiotope,003210
Habitat,yoghurt,OntoBiotope,003241
Phenotype,quinolone resistance,OntoBiotope,002840
Phenotype,resistance,OntoBiotope,002840
Phenotype,probiotic,OntoBiotope,000827
Phenotype,lactic acid bacteria,OntoBiotope,000019
Phenotype,drug resistance,OntoBiotope,000598
Phenotype,quinolone resistance,OntoBiotope,002840
Phenotype,resistance towards ciprofloxacin,OntoBiotope,002773
Phenotype,resistance towards norfloxacin,OntoBiotope,002824
Phenotype,quinolone resistance,OntoBiotope,002840
Phenotype,quinolone resistance,OntoBiotope,002840
Microorganism,Enterococcus durans HZ28,NCBI_Taxonomy,53345
Microorganism,bacteriophage M-13,NCBI_Taxonomy,1977402
Microorganism,M-13 am5,NCBI_Taxonomy,1977402
Phenotype,am5,OntoBiotope,000118
Microorganism,Escherichia coli,NCBI_Taxonomy,562
Habitat,cellophane membrane disks,OntoBiotope,000103
Microorganism,M-13,NCBI_Taxonomy,1977402
Microorganism,M-13,NCBI_Taxonomy,1977402
Microorganism,E. coli,NCBI_Taxonomy,562
Microorganism,Mycobacterium leprae,NCBI_Taxonomy,1769
Habitat,urine of leprosy patients,OntoBiotope,001367
Habitat,leprosy patients,OntoBiotope,003269
Microorganism,Mycobacterium leprae,NCBI_Taxonomy,1769
Habitat,urine of leprosy patients,OntoBiotope,001367
Habitat,leprosy patients,OntoBiotope,003269
Habitat,urine,OntoBiotope,001367
Habitat,urine of LL patients,OntoBiotope,001367
Habitat,LL patients,OntoBiotope,003269
Habitat,nitrocellulose paper,OntoBiotope,000007
Habitat,urine of LL patients,OntoBiotope,001367
Habitat,LL patients,OntoBiotope,003269
Microorganism,mycobacteria,NCBI_Taxonomy,1763
Phenotype,causing non-pulmonary disease,OntoBiotope,002806
Habitat,pulmonary,OntoBiotope,000716
Habitat,Tuberculosis Reference Laboratory,OntoBiotope,001169
Microorganism,mycobacteria,NCBI_Taxonomy,1763
Habitat,pulmonary,OntoBiotope,000716
Phenotype,complicity in disease,OntoBiotope,002806
Habitat,lymph node,OntoBiotope,000718
Habitat,lymph,OntoBiotope,000717
Habitat,children,OntoBiotope,003188
Habitat,children,OntoBiotope,003269
Microorganism,M. fortuitum-chelonei complex,NCBI_Taxonomy,1766
Microorganism,M. fortuitum-chelonei complex,NCBI_Taxonomy,1774
Habitat,superficial abscesses,OntoBiotope,000476
Microorganism,M. marinum,NCBI_Taxonomy,1781
Microorganism,M. ulcerans,NCBI_Taxonomy,1809
Phenotype,Ampicillin-resistant,OntoBiotope,002762
Microorganism,Haemophilus influenzae type B,NCBI_Taxonomy,727
Phenotype,Ampicillin-resistant,OntoBiotope,002762
Microorganism,Haemophilus influenzae type B,NCBI_Taxonomy,727
Habitat,clinical,OntoBiotope,003220
Phenotype,gram-negative,OntoBiotope,000648
Microorganism,bacilli,NCBI_Taxonomy,91061
Microorganism,bacilli,NCBI_Taxonomy,91061
Microorganism,H. influenzae,NCBI_Taxonomy,727
Microorganism,H. influenzae,NCBI_Taxonomy,727
Phenotype,resistance to penicillins,OntoBiotope,002829
Microorganism,H. influenzae,NCBI_Taxonomy,727
Microorganism,Escherichia coli,NCBI_Taxonomy,562
Phenotype,resistant,OntoBiotope,002829
Phenotype,resistance,OntoBiotope,002829
Microorganism,H. influenzae,NCBI_Taxonomy,727
Habitat,human,OntoBiotope,002488
,,NCBI_Taxonomy,196
Microorganism,Salmonella typhimurium,NCBI_Taxonomy,90371
Phenotype,drug-resistant,OntoBiotope,000598
Microorganism,Salmonella typhimurium (993),NCBI_Taxonomy,90371
Phenotype,wild strain,OntoBiotope,000169
Microorganism,Salmonella,NCBI_Taxonomy,590
Microorganism,993,NCBI_Taxonomy,90371
Phenotype,ampicillin-resistant,OntoBiotope,002762
Microorganism,S. typhimurium,NCBI_Taxonomy,90371
Phenotype,nonvirulent,OntoBiotope,002668
Microorganism,Ara+ Burkholderia pseudomallei,NCBI_Taxonomy,95163
Phenotype,virulent,OntoBiotope,002806
Microorganism,Ara-,NCBI_Taxonomy,28450
Habitat,clinical,OntoBiotope,003220
Microorganism,Burkholderia (Pseudomonas) pseudomallei,NCBI_Taxonomy,28450
Habitat,clinical,OntoBiotope,003220
Phenotype,virulent,OntoBiotope,000375
Microorganism,B. pseudomallei,NCBI_Taxonomy,28450
Habitat,sera from patients with different clinical spectra and with other infections,OntoBiotope,000524
Habitat,patients with different clinical spectra and with other infections,OntoBiotope,003269
Phenotype,gram-negative,OntoBiotope,000648
Microorganism,Ara-,NCBI_Taxonomy,28450
Habitat,clinical,OntoBiotope,003220
Microorganism,Ara-,NCBI_Taxonomy,28450
Habitat,soil,OntoBiotope,000427
Microorganism,Ara+,NCBI_Taxonomy,95163
Habitat,soil,OntoBiotope,000427
Habitat,sera from patients with melioidosis,OntoBiotope,000524
Habitat,patients with melioidosis,OntoBiotope,003269
Habitat,hyperimmune mouse,OntoBiotope,003211
Habitat,hyperimmune mouse sera,OntoBiotope,000524
Microorganism,Ara-,NCBI_Taxonomy,28450
Microorganism,Ara+,NCBI_Taxonomy,95163
Habitat,microtiter plates,OntoBiotope,000103
Microorganism,B. pseudomallei,NCBI_Taxonomy,28450
Phenotype,virulence,OntoBiotope,000375
Phenotype,pathogenicity,OntoBiotope,000375
Microorganism,B. pseudomallei,NCBI_Taxonomy,28450
Microorganism,Carnobacterium piscicola,NCBI_Taxonomy,2751
Microorganism,Carnobacterium piscicola,NCBI_Taxonomy,2751
Habitat,vacuum- packed cold-smoked salmon stored at 5 degrees C,OntoBiotope,001500
Habitat,vacuum- packed cold-smoked salmon stored at 5 degrees C,OntoBiotope,002300
Habitat,vacuum- packed cold-smoked salmon stored at 5 degrees C,OntoBiotope,001774
Habitat,vacuum- packed cold-smoked salmon stored at 5 degrees C,OntoBiotope,002593
Habitat,modified-atmosphere-packed cold-smoked salmon stored at 5 degrees C,OntoBiotope,002140
Habitat,modified-atmosphere-packed cold-smoked salmon stored at 5 degrees C,OntoBiotope,001500
Habitat,modified-atmosphere-packed cold-smoked salmon stored at 5 degrees C,OntoBiotope,002593
Habitat,modified-atmosphere-packed cold-smoked salmon stored at 5 degrees C,OntoBiotope,001774
Habitat,microflora,OntoBiotope,000113
Habitat,spoiled cold-smoked salmon,OntoBiotope,000430
Habitat,spoiled cold-smoked salmon,OntoBiotope,001774
Habitat,spoiled cold-smoked salmon,OntoBiotope,001500
Habitat,spoiled cold-smoked salmon,OntoBiotope,002593
Phenotype,lactic acid bacteria,OntoBiotope,000019
Phenotype,LAB,OntoBiotope,000019
Phenotype,Gram-negative,OntoBiotope,000648
Habitat,vacuum-packed cold-smoked salmon,OntoBiotope,002300
Habitat,vacuum-packed cold-smoked salmon,OntoBiotope,002593
Habitat,vacuum-packed cold-smoked salmon,OntoBiotope,001500
Habitat,vacuum-packed cold-smoked salmon,OntoBiotope,001774
Habitat,microflora,OntoBiotope,000113
Habitat,microflora,OntoBiotope,000113
Phenotype,LAB,OntoBiotope,000019
Habitat,Gram-negative flora,OntoBiotope,000113
Phenotype,Gram-negative,OntoBiotope,000648
Phenotype,LAB,OntoBiotope,000019
Phenotype,Gram-negative,OntoBiotope,000648
Habitat,vacuum packages,OntoBiotope,002300
Habitat,Gram-negative flora,OntoBiotope,000113
Phenotype,Gram-negative,OntoBiotope,000648
Habitat,vacuum-packed salmon,OntoBiotope,002300
Habitat,vacuum-packed salmon,OntoBiotope,003021
Habitat,vacuum-packed salmon,OntoBiotope,001500
Habitat,vacuum-packed salmon,OntoBiotope,001774
Microorganism,Vibrio sp.,NCBI_Taxonomy,678
Microorganism,Vibrio sp.,NCBI_Taxonomy,678
Microorganism,V. marinus,NCBI_Taxonomy,1182512
Microorganism,V. marinus,NCBI_Taxonomy,1182512
Microorganism,Enterobacteriaceae,NCBI_Taxonomy,543
Microorganism,Enterobacteriaceae,NCBI_Taxonomy,543
Microorganism,Enterobacter agglomerans,NCBI_Taxonomy,549
Microorganism,Enterobacter agglomerans,NCBI_Taxonomy,549
Microorganism,Serratia liquefaciens,NCBI_Taxonomy,614
Microorganism,Serratia liquefaciens,NCBI_Taxonomy,614
